Text1,Text2,Class,GroupId,RowInGroup
"The UAV shall support a stealth mode in which it emits abundant light during flight, which may not be enabled or disabled from the Pilot control.","The UAV shall support a ""beacon mode"" in which it emits 1000 candle power of light during flight, which may be enabled or disabled from the Pilot control.",Conflict,601,4
"The UAV shall support a stealth mode in which it emits abundant light during flight, which may not be enabled or disabled from the Pilot control.",The UAV shall fully charge in less than 2 hours.,Neutral,601,5
"The UAV shall support a stealth mode in which it emits abundant light during flight, which may not be enabled or disabled from the Pilot control.",The UAV data communication shall be secure from unauthorized access. ,Neutral,601,6
"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV in an insecure fashion.","The UAV Viewer's (also known as the ""Viewer"") connection to the UAV shall be secure",Conflict,602,1
"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV in an insecure fashion.",Any viewer device shall connect to the UAV in a secure fashion.,Conflict,602,2
"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV in an insecure fashion.","The UAV Viewer (also known as the ""Viewer"") must connect to the UAV in only a secure fashion.",Conflict,602,3
"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV in an insecure fashion.","The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV using quick connect/disconnect cabling.",Conflict,602,4
"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV in an insecure fashion.",The UAV shall be able to fly above an average 70 story building,Neutral,602,5
"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV in an insecure fashion.",The UAV shall land automatically when Pilot communication is lost.,Neutral,602,6
The Viewer shall connect with the custom communication wireless network provided by the Hummingbird.,The Viewer shall connect with the Aviary SoS provided custom communication wireless network.,Conflict,603,1
The Viewer shall connect with the custom communication wireless network provided by the Hummingbird.,The Viewer shall connect with the any wireless network available,Conflict,603,2
The Viewer shall connect with the custom communication wireless network provided by the Hummingbird.,The Viewer shall connect only with the custom communication wireless network provided by Aviary.,Conflict,603,3
The Viewer shall connect with the custom communication wireless network provided by the Hummingbird.,The Viewer shall connect with locally-available wireless networks.,Conflict,603,4
The Viewer shall connect with the custom communication wireless network provided by the Hummingbird.,The Aviary shall support manual mission plans as well as Pilot-directed flight.,Neutral,603,5
The Viewer shall connect with the custom communication wireless network provided by the Hummingbird.,The camera shall be able to point directly underneath the Hummingbird and up to 60 degrees in all directions from pointing directly down.,Neutral,603,6
The viewer can easily change the flight or camera functionality of the UAV,The viewer is incapable of chaninging the flight or camera functions of the UAV,Conflict,604,1
The viewer can easily change the flight or camera functionality of the UAV,The Viewer shall be able to influence the flight or camera functions of the UAV.,Conflict,604,2
The viewer can easily change the flight or camera functionality of the UAV,The Viewer has no control over the flight or camera of the UAV,Conflict,604,3
The viewer can easily change the flight or camera functionality of the UAV,The Camera shall not be able to influence the flight or Viewer functions of the Aviary SoS.,Conflict,604,4
The viewer can easily change the flight or camera functionality of the UAV,The camera shall be able to point directly underneath the Hummingbird and to at least 30 degrees in all directions from pointing directly down.,Neutral,604,5
The viewer can easily change the flight or camera functionality of the UAV,The camera shall be able to point directly underneath the Hummingbird and to at least 60 degrees in all directions from pointing directly down.,Neutral,604,6
"The Aviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and at most 4 Viewers (apps running on smart phones or computers).","TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 2 Viewers (apps running on smart phones or computers).",Conflict,605,1
"The Aviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and at most 4 Viewers (apps running on smart phones or computers).","TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 8 Viewers (apps running on smart phones or computers).",Conflict,605,2
"The Aviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and at most 4 Viewers (apps running on smart phones or computers).","TheAviary is a system of systems consisting of a pilot controller, UAV , and <= 4 Viewers.",Duplicate,605,3
"The Aviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and at most 4 Viewers (apps running on smart phones or computers).","Communication among the flight, operations elements, and platform shall be secure.",Neutral,605,4
